,White,Black,Native American,Asian,Pacific Islander,Other,Mixed-race,Hispanic or Latino,Med HH Income,Med Family Income,Med Male Income,Med Female Income,Per Capita Income,Family poverty,Overall poverty,Child poverty,Senior poverty
Huron Charter Township,95.96%,1.08%,0.64%,0.36%,0.01%,0.52%,1.43%,2.50%,$59,890.00,$63,003.00,$49,356.00,$31,140.00,$23,497.00,3.40%,5.70%,5.90%,4.90%
Huron Township,99.53%,,0.24%,0.24%,,,,0.71%,$33,250.00,$37,031.00,$32,143.00,$25,000.00,$19,725.00,9.40%,11.00%,12.30%,11.40%
Ida Township,98.48%,0.14%,0.16%,0.20%,,0.51%,0.51%,1.25%,$57,106.00,$60,990.00,$46,130.00,$28,456.00,$21,074.00,1.90%,2.60%,1.70%,4.40%
Imlay City,88.65%,0.57%,0.28%,1.32%,,7.78%,1.40%,19.20%,$32,436.00,$43,267.00,$36,066.00,$22,396.00,$16,021.00,6.40%,8.10%,6.00%,12.70%
Imlay Township,95.98%,0.18%,0.22%,0.48%,,2.47%,0.66%,8.92%,$60,362.00,$62,813.00,$48,482.00,$26,667.00,$21,222.00,2.10%,4.40%,2.90%,8.20%
Indian River,97.16%,0.05%,0.90%,0.10%,,0.20%,1.59%,1.44%,$34,854.00,$41,667.00,$40,139.00,$21,042.00,$20,191.00,5.50%,7.10%,8.70%,5.30%
Indianfields Township,92.77%,2.83%,0.92%,0.55%,0.03%,1.67%,1.22%,4.04%,$33,155.00,$37,790.00,$35,905.00,$25,169.00,$16,511.00,6.80%,12.00%,12.60%,9.90%
Ingallston Township,98.27%,,0.67%,0.48%,,,0.58%,0.10%,$37,361.00,$40,769.00,$32,315.00,$22,333.00,$18,232.00,5.40%,8.30%,6.80%,9.80%
Ingersoll Township,97.68%,0.33%,0.13%,0.27%,,0.60%,0.99%,1.79%,$49,673.00,$55,050.00,$41,458.00,$30,385.00,$22,249.00,3.50%,6.10%,7.30%,8.90%
Ingham County,76.20%,11.80%,0.60%,5.20%,0.04%,2.30%,4.00%,7.83%,$40,774.00,$53,063.00,$40,335.00,$30,178.00,$21,079.00,8.30%,14.60%,14.60%,6.60%
Ingham Township,97.23%,0.10%,0.49%,0.29%,,0.58%,1.31%,1.41%,$56,741.00,$59,107.00,$40,852.00,$28,000.00,$21,348.00,2.40%,3.30%,1.30%,13.80%
Inkster,28.70%,67.51%,0.41%,3.42%,0.01%,0.74%,2.76%,1.60%,,,,,,,,,
Inland Township,95.84%,0.50%,1.64%,0.13%,,0.25%,1.64%,1.01%,$38,125.00,$40,750.00,$29,509.00,$21,284.00,$15,935.00,5.70%,7.80%,10.80%,6.10%
Interior Township,96.27%,,3.20%,,,0.27%,0.27%,,$27,679.00,$35,208.00,$28,125.00,$19,375.00,$16,906.00,5.20%,11.40%,0.00%,22.90%
Inverness Township,95.39%,0.04%,2.28%,0.35%,0.04%,,1.89%,0.31%,$37,121.00,$44,653.00,$29,821.00,$19,798.00,$21,921.00,3.80%,7.90%,8.50%,9.30%
Inwood Township,90.17%,,5.26%,0.55%,,0.55%,3.46%,1.39%,$32,500.00,$35,147.00,$33,125.00,$21,750.00,$15,386.00,8.00%,11.80%,22.80%,2.90%
Ionia,71.08%,21.94%,1.05%,0.65%,,2.13%,3.15%,5.08%,$38,289.00,$45,794.00,$30,373.00,$22,332.00,$12,157.00,13.30%,15.80%,22.00%,7.50%
Ionia County,91.96%,4.56%,0.56%,0.32%,0.01%,1.04%,1.55%,2.78%,$43,074.00,$49,797.00,$36,995.00,$25,443.00,$17,451.00,6.80%,8.70%,10.40%,8.10%
Ionia Township,95.88%,0.14%,0.22%,0.30%,,2.02%,1.44%,3.90%,$44,659.00,$47,083.00,$35,253.00,$24,333.00,$17,985.00,6.20%,6.90%,6.90%,8.10%
Iosco County,,,,,,,,,$31,321.00,$37,452.00,$30,338.00,$21,149.00,$17,115.00,9.50%,12.70%,18.50%,7.60%
Iosco Township,94.83%,0.07%,0.49%,0.59%,,2.90%,1.12%,3.72%,$63,808.00,$65,156.00,$49,191.00,$28,889.00,$20,675.00,3.20%,6.60%,4.80%,12.00%
Ira Township,96.87%,0.82%,0.63%,0.26%,0.04%,0.32%,1.06%,1.26%,$45,525.00,$49,741.00,$43,472.00,$27,383.00,$22,115.00,7.80%,9.40%,11.50%,8.60%
Iron County,,,,,,,,,$35,390.00,$46,337.00,,,$20,099.00,6.50%,11.70%,18.00%,8.80%
Iron Mountain,97.67%,0.20%,0.48%,0.66%,0.01%,0.23%,0.75%,1.07%,$32,526.00,$43,687.00,$38,309.00,$22,533.00,$19,918.00,9.40%,10.60%,13.50%,10.50%
Iron River,95.33%,0.16%,1.92%,0.21%,,0.05%,2.33%,0.78%,$23,438.00,$33,942.00,$28,083.00,$20,714.00,$15,728.00,6.50%,11.90%,12.50%,10.00%
Iron River Township,90.85%,7.63%,0.44%,0.13%,,0.25%,0.69%,0.57%,$32,024.00,$39,643.00,$29,803.00,$21,875.00,$14,679.00,9.10%,12.80%,17.30%,10.30%
Ironwood,97.52%,0.10%,0.72%,0.22%,,0.14%,1.30%,0.83%,$23,502.00,$30,349.00,$26,992.00,$21,184.00,$14,131.00,17.00%,18.50%,24.20%,12.40%
Irving Township,97.13%,0.63%,0.41%,0.22%,,0.41%,1.19%,0.67%,$50,532.00,$52,358.00,$40,500.00,$25,000.00,$17,523.00,1.50%,1.90%,0.20%,3.30%
Isabella County,91.51%,1.93%,2.75%,1.40%,0.05%,0.68%,1.68%,2.24%,$34,262.00,$45,953.00,$32,270.00,$24,180.00,$16,242.00,7.40%,20.40%,11.30%,7.80%
Isabella Township,95.80%,0.61%,2.56%,0.28%,,0.28%,0.47%,0.98%,$36,573.00,$43,661.00,$33,558.00,$25,111.00,$16,995.00,6.30%,9.60%,10.70%,13.50%
Ishpeming,97.29%,0.06%,1.20%,0.19%,,0.27%,0.99%,0.81%,$31,347.00,$38,924.00,$36,310.00,$21,104.00,$16,946.00,8.00%,11.10%,15.50%,6.80%
Ishpeming Township,98.50%,0.17%,0.43%,0.20%,0.06%,0.14%,0.51%,0.43%,$43,139.00,$49,286.00,$41,348.00,$22,127.00,$17,736.00,5.70%,6.80%,10.00%,4.60%
Ithaca,94.70%,0.50%,0.90%,0.60%,,1.50%,1.80%,6.20%,,,,,,,,,
Jackson,73.87%,19.70%,0.56%,0.51%,0.04%,1.65%,3.67%,4.05%,$31,294.00,$39,072.00,$31,957.00,$23,817.00,$15,230.00,15.20%,19.60%,26.90%,11.00%
Jackson County,88.54%,7.92%,0.40%,0.53%,0.04%,0.83%,1.74%,2.20%,$43,171.00,$50,970.00,$38,919.00,$26,448.00,$20,171.00,6.50%,9.00%,12.40%,6.10%
James Township,97.51%,0.10%,0.41%,0.05%,0.05%,0.52%,1.35%,3.16%,$54,286.00,$59,922.00,$42,469.00,$27,371.00,$22,340.00,3.10%,3.70%,2.70%,8.70%
Jamestown Charter Township,97.97%,0.45%,0.14%,0.53%,,0.34%,0.57%,1.13%,$68,689.00,$71,438.00,$46,825.00,$27,688.00,$21,184.00,0.50%,1.10%,1.50%,0.00%
Jasper Township,97.82%,,0.26%,0.17%,,1.40%,0.35%,1.92%,$39,432.00,$47,656.00,$36,250.00,$22,434.00,$16,741.00,4.30%,7.10%,5.60%,13.30%
Jefferson Township, Cass County,89.55%,7.08%,0.83%,0.25%,,0.42%,1.87%,1.21%,$43,633.00,$50,662.00,$39,938.00,$25,250.00,$20,161.00,9.60%,12.20%,18.60%,9.00%
Jefferson Township, Hillsdale County,97.87%,0.25%,0.45%,0.16%,,0.41%,0.86%,0.83%,$43,750.00,$51,786.00,$34,266.00,$22,483.00,$17,484.00,4.00%,5.30%,4.70%,3.40%
Jenison,98.84%,0.49%,0.21%,0.85%,0.01%,0.53%,0.87%,1.77%,$56,426.00,$61,957.00,$46,738.00,$28,204.00,$21,021.00,1.80%,2.50%,3.10%,4.30%
Jerome Township,97.95%,0.12%,0.49%,0.20%,,0.31%,0.92%,0.94%,$39,854.00,$45,234.00,$35,069.00,$26,635.00,$19,328.00,4.40%,6.70%,7.40%,4.70%
Johnstown Township,98.08%,0.16%,0.42%,0.03%,,0.33%,0.98%,0.75%,$50,216.00,$55,125.00,$41,534.00,$35,369.00,$22,153.00,2.30%,4.50%,3.70%,2.20%
Jonesfield Township,98.13%,0.06%,0.53%,,,0.82%,0.47%,2.28%,$41,992.00,$45,921.00,$39,773.00,$29,519.00,$19,348.00,5.10%,7.70%,9.30%,8.90%
Jonesville,96.02%,1.93%,0.26%,0.21%,,0.39%,1.20%,1.80%,$35,223.00,$41,813.00,$34,135.00,$23,333.00,$15,877.00,6.50%,9.90%,9.50%,5.80%
Jordan Township,96.00%,0.11%,1.83%,,0.69%,,1.37%,1.14%,$38,229.00,$41,250.00,$29,886.00,$18,875.00,$16,420.00,10.60%,12.90%,15.50%,2.20%
Joyfield Township,94.08%,1.67%,1.54%,0.13%,,0.64%,1.93%,3.35%,$36,029.00,$38,472.00,$26,477.00,$21,250.00,$14,692.00,5.80%,9.50%,11.70%,5.20%
Juniata Township,93.84%,2.51%,0.96%,,,1.08%,1.61%,2.45%,$44,286.00,$50,714.00,$36,357.00,$28,409.00,$18,210.00,7.00%,9.90%,13.40%,4.40%
Kalamazoo,68.10%,22.20%,0.50%,1.70%,,2.80%,4.60%,6.40%,,,,,,,,,
Kalamazoo County,84.57%,9.73%,0.41%,1.83%,0.03%,1.27%,2.15%,2.64%,$42,022.00,$53,953.00,$39,611.00,$27,965.00,$21,739.00,6.50%,12.00%,12.30%,6.30%
Kalamazoo Township,82.46%,12.31%,0.30%,1.17%,0.02%,1.61%,2.13%,3.07%,$37,463.00,$46,161.00,$35,993.00,$28,064.00,$19,844.00,6.00%,11.00%,11.30%,2.70%
Kalamo Township,97.53%,0.86%,0.11%,0.23%,,0.40%,0.86%,0.63%,$46,927.00,$50,208.00,$37,981.00,$26,818.00,$17,934.00,3.70%,5.30%,4.80%,8.20%
Kaleva,94.30%,0.39%,2.36%,,,1.38%,1.57%,3.93%,$30,714.00,$30,909.00,$26,161.00,$18,750.00,$13,400.00,15.00%,17.40%,18.50%,10.70%
Kalkaska,96.32%,0.67%,1.03%,0.72%,,0.04%,1.21%,0.94%,$27,891.00,$33,651.00,$26,901.00,$19,333.00,$13,028.00,15.30%,16.40%,19.70%,19.40%
Kalkaska County,98.44%,0.21%,0.78%,0.22%,0.05%,0.10%,,0.86%,$36,072.00,$39,932.00,$31,860.00,$20,455.00,$16,309.00,8.20%,10.50%,14.20%,7.00%
Kalkaska Township,96.89%,0.46%,1.04%,0.46%,,0.06%,1.10%,0.81%,$36,278.00,$42,054.00,$32,403.00,$21,453.00,$16,595.00,10.60%,12.50%,18.20%,11.10%
Kasson Township,97.27%,0.06%,0.82%,0.44%,,0.19%,1.20%,1.40%,$41,726.00,$45,662.00,$32,788.00,$24,038.00,$19,319.00,3.50%,5.10%,4.20%,8.30%
Kawkawlin Township,96.47%,0.47%,0.57%,0.25%,,0.61%,1.63%,2.29%,$43,951.00,$49,750.00,$40,401.00,$22,941.00,$20,648.00,3.80%,4.90%,6.10%,5.80%
Kearney Township,97.17%,0.28%,0.57%,0.06%,,0.40%,1.53%,1.59%,$36,058.00,$45,677.00,$35,391.00,$21,739.00,$19,106.00,5.80%,8.10%,7.80%,11.80%
Keego Harbor,94.08%,0.61%,1.16%,1.05%,,1.26%,1.84%,4.37%,$46,552.00,$49,015.00,$37,031.00,$34,038.00,$26,305.00,5.20%,5.10%,6.00%,2.40%
Keeler Township,88.85%,1.35%,1.15%,0.15%,,5.61%,2.88%,22.57%,$42,955.00,$47,083.00,$32,069.00,$26,016.00,$19,989.00,9.20%,16.40%,20.00%,11.20%
Keene Township,96.33%,,0.72%,0.06%,,1.93%,0.96%,3.25%,$50,114.00,$54,423.00,$37,875.00,$24,917.00,$18,017.00,4.50%,5.80%,7.00%,0.90%
Kenockee Township,98.18%,0.21%,0.50%,0.04%,0.04%,0.50%,0.54%,1.11%,$54,293.00,$58,190.00,$45,708.00,$26,151.00,$20,764.00,3.20%,4.20%,5.10%,10.20%
Kent City,94.82%,0.28%,0.19%,,,3.20%,1.51%,11.88%,$35,341.00,$42,375.00,$33,750.00,$24,167.00,$13,084.00,11.10%,12.00%,15.00%,14.10%
Kent County,83.13%,8.93%,0.52%,1.86%,0.06%,3.34%,2.16%,7.00%,$45,980.00,$54,770.00,$39,878.00,$27,364.00,$21,629.00,6.30%,8.90%,10.20%,7.50%
Kentwood,70.10%,15.40%,0.40%,6.60%,0.10%,3.50%,3.90%,8.50%,,,,,,,,,
Keweenaw County,,,,,,,,,$39,821.00,$48,563.00,,,$21,218.00,16.60%,17.80%,34.20%,4.00%
Kimball Township,96.80%,0.89%,0.39%,0.15%,0.02%,0.44%,1.30%,1.58%,$47,627.00,$52,558.00,$41,707.00,$24,738.00,$19,253.00,5.80%,7.80%,8.10%,7.60%
Kinde,97.19%,0.37%,0.37%,0.56%,,,1.50%,0.19%,$29,125.00,$34,107.00,$27,708.00,$14,167.00,$12,623.00,12.60%,14.60%,21.80%,9.90%
Kinderhook Township,96.72%,0.31%,0.62%,0.06%,0.06%,1.18%,1.05%,1.49%,$45,903.00,$50,474.00,$33,922.00,$24,583.00,$21,801.00,3.90%,5.10%,6.60%,3.80%
Kingsford,97.84%,0.22%,0.49%,0.32%,0.02%,0.02%,1.10%,0.54%,$33,165.00,$41,283.00,$34,280.00,$22,455.00,$17,615.00,9.20%,10.40%,15.70%,5.80%
Kingsley,97.28%,0.27%,0.82%,,,0.75%,0.88%,1.77%,$40,229.00,,,,$16,508.00,17.30%,,,
Kingston,94.67%,0.67%,0.22%,0.22%,,0.89%,3.33%,2.44%,$32,813.00,$42,500.00,$35,938.00,$20,750.00,$14,753.00,6.80%,6.50%,7.40%,8.90%
Kingston Township,96.47%,0.19%,0.43%,0.06%,,0.68%,2.17%,1.86%,$40,000.00,$42,813.00,$35,238.00,$21,600.00,$16,804.00,4.40%,5.70%,4.30%,6.40%
Kinross Charter Township,64.59%,17.24%,11.30%,0.61%,,0.83%,5.44%,2.68%,$36,525.00,$38,468.00,$27,250.00,$23,980.00,$14,003.00,13.60%,16.40%,23.10%,3.40%
Klacking Township,98.70%,0.65%,0.16%,,,,0.49%,2.59%,$40,625.00,$44,063.00,$35,694.00,$24,063.00,$16,238.00,6.10%,8.80%,19.50%,5.30%
Kochville Township,88.43%,6.39%,0.22%,2.07%,0.03%,1.36%,1.51%,3.42%,$42,545.00,$53,333.00,$40,518.00,$20,859.00,$16,312.00,8.30%,15.90%,22.40%,5.60%
Koehler Township,96.40%,1.28%,0.94%,0.09%,,,1.28%,1.63%,$31,509.00,$36,477.00,$28,929.00,$21,000.00,$16,072.00,10.90%,14.40%,21.60%,5.50%
Koylton Township,96.20%,0.51%,0.70%,0.25%,,0.32%,2.03%,1.20%,$41,667.00,$46,900.00,$34,643.00,$24,013.00,$17,179.00,4.20%,6.20%,5.50%,4.20%
Krakow Township,99.36%,,0.48%,,,,0.16%,0.16%,$31,111.00,$39,125.00,$40,962.00,$25,893.00,$20,979.00,4.00%,6.90%,8.80%,5.80%
L%27Anse,91.22%,0.09%,5.55%,0.19%,0.05%,,2.90%,0.57%,,,,,,,,,
L%27Anse Township,82.86%,0.18%,13.68%,0.18%,0.03%,0.08%,3.01%,0.76%,$33,750.00,$43,776.00,$32,321.00,$21,231.00,$16,455.00,7.20%,11.00%,13.30%,4.80%
La Salle Township,97.96%,0.36%,0.40%,0.26%,,0.28%,0.74%,2.32%,$63,693.00,$69,000.00,$51,884.00,$30,875.00,$24,237.00,2.60%,3.60%,2.60%,6.20%
Lafayette Township,95.43%,0.30%,0.61%,,,3.20%,0.46%,4.42%,$43,229.00,$45,703.00,$37,292.00,$21,563.00,$17,203.00,3.90%,6.00%,1.80%,8.00%
LaGrange Township,72.69%,18.89%,0.42%,2.22%,,1.08%,4.70%,1.86%,$35,566.00,$45,066.00,$33,830.00,$23,542.00,$17,221.00,6.30%,10.60%,12.90%,8.00%
Laingsburg,98.04%,0.16%,0.16%,0.16%,,0.41%,1.06%,0.74%,,,,,,,,,
Laird Township,94.48%,,2.52%,0.79%,,,2.21%,0.16%,$33,333.00,$38,750.00,$29,659.00,$20,000.00,$14,728.00,3.60%,8.50%,10.60%,7.60%
Lake Angelus,96.32%,0.92%,,2.76%,,,,1.23%,$114,524.00,$131,261.00,$100,000.00,$48,750.00,$83,792.00,0.00%,1.20%,0.00%,2.60%
Lake Ann,97.46%,,0.72%,0.36%,,0.36%,1.09%,1.81%,$42,917.00,$46,944.00,$31,563.00,$19,583.00,$17,387.00,0.00%,4.80%,0.00%,8.00%
Lake Charter Township,97.74%,0.67%,0.29%,0.25%,0.03%,0.19%,0.83%,0.92%,$49,764.00,$57,228.00,$41,673.00,$26,531.00,$21,666.00,6.40%,8.70%,10.80%,13.30%
Lake City,97.72%,0.11%,0.43%,0.76%,,0.43%,0.54%,1.63%,$28,864.00,$34,286.00,$27,361.00,$19,044.00,$17,067.00,10.70%,13.10%,13.70%,17.20%
Lake County,84.66%,11.17%,1.01%,0.15%,0.04%,0.57%,2.40%,1.69%,$26,622.00,$32,086.00,$30,124.00,$21,886.00,$14,457.00,14.70%,19.40%,28.30%,12.00%
Lake Fenton,97.09%,0.25%,0.45%,0.66%,0.02%,0.27%,1.27%,1.39%,$67,885.00,$82,366.00,$54,559.00,$32,804.00,$32,717.00,1.00%,3.20%,1.10%,4.70%
Lake Isabella,95.66%,0.72%,1.37%,0.24%,,0.40%,1.61%,1.53%,$40,833.00,$43,077.00,$35,188.00,$27,115.00,$23,324.00,7.80%,11.30%,18.70%,1.10%
Lake Linden,97.41%,0.09%,0.65%,0.46%,,0.19%,1.20%,0.93%,$24,234.00,$30,000.00,$29,327.00,$18,654.00,$14,189.00,16.60%,17.80%,20.10%,20.10%
Lake Michigan Beach,96.16%,0.73%,1.33%,0.20%,,0.93%,0.66%,2.12%,$33,150.00,$39,196.00,$34,271.00,$25,054.00,$20,253.00,6.50%,7.70%,1.70%,3.40%
Lake Odessa,95.16%,0.13%,0.66%,0.57%,,2.77%,0.70%,6.07%,$34,896.00,$41,379.00,$32,961.00,$25,787.00,$19,822.00,5.50%,8.80%,6.80%,7.00%
Lake Orion,94.20%,1.60%,0.20%,1.10%,,0.90%,2.00%,3.50%,,,,,,,,,
Lake Township, Benzie County,98.43%,,0.79%,,,,0.79%,0.31%,,,,,,,,,
Lake Township, Huron County,99.00%,,0.70%,,,0.10%,0.20%,1.00%,$32,708.00,$38,125.00,$38,056.00,$23,750.00,$20,364.00,5.80%,10.00%,21.50%,9.60%
Lake Township, Lake County,92.82%,4.83%,1.06%,,,,1.30%,0.12%,$26,806.00,$30,179.00,$30,167.00,$17,337.00,$19,053.00,11.20%,16.00%,43.30%,6.30%
Lake Township, Menominee County,97.92%,,0.69%,0.52%,,,0.87%,,$35,446.00,$38,875.00,$28,875.00,$20,972.00,$17,244.00,4.70%,9.80%,3.40%,10.40%
Lake Township, Missaukee County,97.61%,0.12%,0.53%,0.49%,,0.04%,1.22%,1.09%,$36,934.00,$42,059.00,$30,339.00,$22,148.00,$18,332.00,7.00%,9.40%,11.30%,6.90%
Lake Township, Roscommon County,98.00%,0.30%,0.81%,0.22%,,0.07%,0.59%,0.52%,$29,242.00,$34,821.00,$31,125.00,$18,523.00,$20,793.00,9.70%,14.30%,20.00%,7.50%
Lakefield Township, Luce County,94.13%,0.09%,2.98%,0.47%,0.09%,0.09%,2.14%,0.19%,$34,773.00,$38,472.00,$32,596.00,$20,536.00,$16,671.00,6.40%,11.20%,21.10%,2.40%
Lakefield Township, Saginaw County,96.70%,0.19%,0.10%,0.29%,,1.26%,1.46%,3.88%,$44,500.00,$49,306.00,$38,750.00,$26,731.00,$22,265.00,4.40%,5.90%,4.80%,10.70%
Laketon Township,95.78%,0.77%,0.57%,0.65%,,0.56%,1.67%,2.05%,$50,913.00,$57,247.00,$40,348.00,$28,685.00,$21,411.00,3.60%,5.60%,9.50%,4.40%
Laketown Township,96.04%,0.50%,0.07%,0.88%,0.11%,1.51%,0.88%,3.70%,$60,893.00,$69,440.00,$46,698.00,$31,597.00,$29,377.00,1.30%,2.80%,1.90%,4.40%
Lakeview,97.57%,0.09%,0.45%,0.27%,,0.72%,0.90%,3.06%,$33,611.00,$38,594.00,$28,681.00,$22,955.00,$14,154.00,9.80%,9.90%,12.80%,8.80%
Lakewood Club,90.46%,2.78%,1.99%,0.60%,,1.89%,2.29%,4.17%,$40,313.00,$41,205.00,$36,833.00,$22,054.00,$13,451.00,15.60%,15.50%,19.10%,16.70%
Lambertville,97.89%,0.33%,0.06%,0.57%,,0.34%,0.80%,1.69%,$62,221.00,$69,911.00,$51,989.00,$34,973.00,$26,475.00,3.20%,4.80%,6.20%,7.10%
Lamotte Township,98.06%,,,,,0.61%,1.33%,2.04%,$42,614.00,$46,563.00,$33,333.00,$21,944.00,$18,651.00,8.80%,9.00%,11.50%,12.80%
Lansing,65.28%,21.91%,0.80%,2.83%,0.05%,4.54%,4.60%,10.00%,,,,,,,,,
Lansing Charter Township,76.30%,12.50%,0.50%,2.60%,0.00%,3.50%,4.70%,10.90%,$41,017.00,$50,632.00,$37,124.00,$28,829.00,$22,885.00,5.20%,7.50%,8.20%,4.70%
Lapeer,89.91%,5.95%,0.47%,0.57%,0.03%,1.09%,1.96%,3.33%,$35,526.00,$42,872.00,$36,731.00,$24,552.00,$16,608.00,8.50%,10.20%,12.30%,12.10%
Lapeer County,96.17%,0.82%,0.38%,0.39%,0.01%,1.07%,1.16%,3.11%,$51,717.00,$57,817.00,$47,506.00,$26,385.00,$21,462.00,3.80%,5.40%,5.70%,7.50%
Lapeer Township,97.14%,0.30%,0.22%,0.63%,0.02%,0.51%,1.18%,1.93%,$63,411.00,$66,136.00,$49,095.00,$27,308.00,$23,383.00,1.60%,4.10%,5.40%,3.30%
Larkin Charter Township,96.96%,0.73%,0.18%,0.84%,,0.20%,1.09%,1.11%,$80,177.00,$91,053.00,$72,104.00,$31,108.00,$29,996.00,1.30%,2.50%,1.60%,8.80%
Lathrup Village,47.03%,49.81%,0.09%,0.61%,,0.21%,2.24%,0.94%,$89,303.00,$98,213.00,$65,641.00,$49,375.00,$35,998.00,1.50%,2.70%,3.80%,0.00%
Laurium,98.12%,0.24%,0.61%,0.19%,0.05%,0.19%,0.61%,0.52%,$30,404.00,$40,556.00,$28,571.00,$23,824.00,$16,686.00,8.80%,12.40%,12.60%,14.50%
Lawrence,79.32%,3.78%,1.51%,0.85%,,9.54%,5.00%,18.32%,$29,583.00,$38,672.00,$26,667.00,$20,568.00,$13,169.00,13.10%,19.10%,23.60%,25.80%
Lawrence Township,84.47%,2.93%,1.08%,0.36%,,7.09%,4.07%,13.41%,$36,944.00,$45,781.00,$30,964.00,$24,779.00,$16,246.00,7.10%,12.80%,15.20%,10.40%
Lawton,90.75%,1.24%,0.75%,0.05%,,3.98%,3.23%,11.62%,$36,250.00,$40,909.00,$32,614.00,$25,208.00,$15,600.00,6.70%,11.50%,8.20%,16.70%
Le Roy,97.75%,,,0.37%,,,1.87%,,$32,188.00,$40,694.00,$27,500.00,$23,750.00,$13,434.00,4.10%,7.90%,12.60%,12.50%
Le Roy Township,97.67%,0.17%,0.60%,0.26%,0.09%,,1.21%,1.12%,$35,625.00,$42,404.00,$27,625.00,$23,804.00,$15,333.00,8.90%,10.60%,14.10%,17.10%
Leavitt Township,89.59%,1.18%,1.07%,,,5.68%,2.49%,11.72%,$30,179.00,$33,750.00,$31,761.00,$20,917.00,$13,570.00,13.10%,17.80%,21.10%,11.10%
Lebanon Township,99.72%,,0.14%,,,,0.14%,0.43%,$52,500.00,$53,854.00,$40,833.00,$26,538.00,$16,640.00,6.70%,7.40%,4.80%,16.10%
Lee Township, Allegan County,74.53%,7.73%,0.95%,0.29%,,12.86%,3.65%,21.10%,$30,875.00,$32,688.00,$28,789.00,$23,563.00,$11,836.00,16.60%,21.10%,23.70%,17.70%
Lee Township, Calhoun County,95.70%,0.16%,0.48%,0.08%,,2.31%,1.27%,2.78%,$45,592.00,$48,603.00,$35,577.00,$23,667.00,$19,445.00,7.60%,10.30%,12.30%,5.90%
Lee Township, Midland County,96.98%,0.18%,0.86%,0.16%,,0.23%,1.59%,1.02%,$36,518.00,$40,871.00,$32,443.00,$19,176.00,$15,289.00,11.80%,14.90%,20.40%,5.50%
Leelanau County,93.52%,0.25%,3.66%,0.24%,0.02%,1.34%,0.97%,3.29%,$47,062.00,$53,228.00,$35,719.00,$25,778.00,$24,686.00,3.30%,5.40%,6.40%,4.50%
Leelanau Township,92.85%,0.28%,3.13%,0.09%,,2.52%,1.12%,7.01%,$42,112.00,$50,962.00,$30,726.00,$24,671.00,$23,799.00,5.00%,8.60%,10.90%,8.60%
Leighton Township,97.75%,0.11%,0.93%,0.08%,0.03%,0.44%,0.66%,1.04%,$51,743.00,$57,067.00,$42,477.00,$27,679.00,$18,736.00,5.20%,5.30%,5.80%,7.90%
Leland Township,93.90%,0.69%,0.64%,0.25%,0.10%,3.49%,0.93%,6.10%,$46,629.00,$55,714.00,$32,206.00,$24,231.00,$27,556.00,1.70%,3.20%,2.70%,2.40%
Lenawee County,92.51%,2.12%,0.41%,0.46%,0.01%,3.01%,1.49%,6.96%,$45,739.00,$53,661.00,$38,458.00,$25,510.00,$20,186.00,4.40%,6.70%,7.10%,9.20%
Lennon,98.26%,0.39%,,,,0.39%,0.97%,2.13%,$48,583.00,$50,227.00,$40,972.00,$30,833.00,$17,148.00,2.10%,5.20%,0.00%,10.70%
Lenox Township,79.00%,16.54%,0.74%,0.26%,0.01%,0.68%,2.77%,2.83%,$50,659.00,$54,605.00,$43,475.00,$27,582.00,$18,800.00,6.20%,10.10%,10.70%,11.00%
Leonard,99.92%,0.08%,0.30%,0.60%,,,0.90%,5.72%,$45,625.00,$57,500.00,$41,458.00,$31,250.00,$29,006.00,0.00%,3.90%,0.00%,9.40%
Leoni Township,97.04%,0.82%,0.31%,0.33%,0.02%,0.31%,1.17%,1.62%,$43,551.00,$47,032.00,$38,306.00,$27,870.00,$19,329.00,6.50%,7.90%,10.60%,6.10%
Leonidas Township,97.50%,0.48%,0.48%,,,0.24%,1.29%,0.48%,$42,417.00,$47,321.00,$32,500.00,$21,488.00,$14,983.00,8.60%,9.60%,14.10%,3.10%
Leroy Township, Calhoun County,96.70%,0.68%,0.43%,0.15%,,0.65%,1.39%,1.67%,$52,361.00,$54,754.00,$40,938.00,$29,517.00,$22,799.00,6.10%,8.60%,9.90%,10.80%
Leroy Township, Ingham County,97.04%,0.49%,0.41%,0.25%,0.05%,0.44%,1.31%,1.07%,$45,234.00,$50,417.00,$41,924.00,$29,153.00,$19,552.00,5.80%,8.00%,10.40%,8.70%
Leslie,96.04%,0.39%,0.29%,0.68%,0.05%,0.98%,1.57%,3.38%,$42,700.00,$48,162.00,$36,771.00,$22,600.00,$18,124.00,4.90%,7.50%,8.70%,4.90%
Leslie Township,97.29%,0.39%,0.17%,0.09%,,1.03%,1.03%,1.72%,$55,476.00,$58,789.00,$43,068.00,$28,510.00,$23,179.00,4.40%,6.70%,6.10%,5.40%
Level Park-Oak Park,91.60%,4.36%,0.33%,0.58%,0.06%,1.05%,2.02%,1.75%,$42,388.00,$50,161.00,$40,440.00,$26,127.00,$18,983.00,5.10%,7.00%,6.00%,5.00%
Lewiston,98.59%,0.10%,0.20%,,,0.61%,0.51%,1.21%,$31,429.00,$36,563.00,$31,250.00,$18,869.00,$20,393.00,4.30%,6.50%,9.80%,5.40%
Lexington,98.82%,,0.19%,0.36%,,0.18%,0.45%,1.54%,$30,792.00,$41,364.00,$36,346.00,$25,809.00,$22,218.00,7.30%,9.40%,12.00%,5.40%
