State,Year,Office,County,D#,R#,S#,Silver#,Ind.#,Pop.#,Prog.#,Proh.#,AI#,Cit.#,None#,I#,Ref.#,NL#,G#,L#,NA#,W/I#,I1#,I2#,I3#,I4#,Tea#,IA#,Others,O#,Year / Office,D1#,D2#
Nevada,,,White Pine,,794,,,,,,,,,,,,,,,,,,,,,,,,,1918 Lt. Governor,1633,
Nevada,,,Carson City,,308,,,,,,,,,,,,,,,,,,,,,,,,,1918 Secretary of State,640,
Nevada,,,Churchill,,605,,,,,,,,,,,,,,,,,,,,,,,,,1918 Secretary of State,695,
Nevada,,,Clark,,448,,,,,,,,,,,,,,,,,,,,,,,,,1918 Secretary of State,866,
Nevada,,,Douglas,,213,,,,,,,,,,,,,,,,,,,,,,,,,1918 Secretary of State,353,
Nevada,,,Elko,,839,,,,,,,,,,,,,,,,,,,,,,,,,1918 Secretary of State,1380,
Nevada,,,Esmeralda,,328,,,,,,,,,,,,,,,,,,,,,,,,,1918 Secretary of State,748,
Nevada,,,Eureka,,120,,,,,,,,,,,,,,,,,,,,,,,,,1918 Secretary of State,238,
Nevada,,,Humboldt,,687,,,,,,,,,,,,,,,,,,,,,,,,,1918 Secretary of State,1243,
Nevada,,,Lander,,213,,,,,,,,,,,,,,,,,,,,,,,,,1918 Secretary of State,494,
Nevada,,,Lincoln,,147,,,,,,,,,,,,,,,,,,,,,,,,,1918 Secretary of State,433,
Nevada,,,Lyon,,518,,,,,,,,,,,,,,,,,,,,,,,,,1918 Secretary of State,842,
Nevada,,,Mineral,,189,,,,,,,,,,,,,,,,,,,,,,,,,1918 Secretary of State,427,
Nevada,,,Nye,,777,,,,,,,,,,,,,,,,,,,,,,,,,1918 Secretary of State,1334,
Nevada,,,Pershing,,0,,,,,,,,,,,,,,,,,,,,,,,,,1918 Secretary of State,0,
Nevada,,,Storey,,200,,,,,,,,,,,,,,,,,,,,,,,,,1918 Secretary of State,446,
Nevada,,,Washoe,,2500,,,,,,,,,,,,,,,,,,,,,,,,,1918 Secretary of State,3251,
Nevada,,,White Pine,,903,,,,,,,,,,,,,,,,,,,,,,,,,1918 Secretary of State,1568,
Nevada,,,Carson City,,340,,,,,,,,,,,,,,,,,,,,,,,,,1918 Treasurer,615,
Nevada,,,Churchill,,581,,,,,,,,,,,,,,,,,,,,,,,,,1918 Treasurer,666,
Nevada,,,Clark,,456,,,,,,,,,,,,,,,,,,,,,,,,,1918 Treasurer,840,
Nevada,,,Douglas,,224,,,,,,,,,,,,,,,,,,,,,,,,,1918 Treasurer,330,
Nevada,,,Elko,,754,,,,,,,,,,,,,,,,,,,,,,,,,1918 Treasurer,1446,
Nevada,,,Esmeralda,,311,,,,,,,,,,,,,,,,,,,,,,,,,1918 Treasurer,758,
Nevada,,,Eureka,,158,,,,,,,,,,,,,,,,,,,,,,,,,1918 Treasurer,211,
Nevada,,,Humboldt,,650,,,,,,,,,,,,,,,,,,,,,,,,,1918 Treasurer,1263,
Nevada,,,Lander,,191,,,,,,,,,,,,,,,,,,,,,,,,,1918 Treasurer,524,
Nevada,,,Lincoln,,123,,,,,,,,,,,,,,,,,,,,,,,,,1918 Treasurer,455,
Nevada,,,Lyon,,576,,,,,,,,,,,,,,,,,,,,,,,,,1918 Treasurer,762,
Nevada,,,Mineral,,204,,,,,,,,,,,,,,,,,,,,,,,,,1918 Treasurer,407,
Nevada,,,Nye,,814,,,,,,,,,,,,,,,,,,,,,,,,,1918 Treasurer,1350,
Nevada,,,Pershing,,0,,,,,,,,,,,,,,,,,,,,,,,,,1918 Treasurer,0,
Nevada,,,Storey,,225,,,,,,,,,,,,,,,,,,,,,,,,,1918 Treasurer,433,
Nevada,,,Washoe,,2612,,,,,,,,,,,,,,,,,,,,,,,,,1918 Treasurer,3138,
Nevada,,,White Pine,,771,,,,,,,,,,,,,,,,,,,,,,,,,1918 Treasurer,1755,
Nevada,,,Carson City,,529,,,,,,,,,,,,,,,,,,,,,,,,,1922 Attorney General,552,
Nevada,,,Churchill,,1057,,,,,,,,,,,,,,,,,,,,,,,,,1922 Attorney General,659,
Nevada,,,Clark,,695,,,,,,,,,,,,,,,,,,,,,,,,,1922 Attorney General,886,
Nevada,,,Douglas,,469,,,,,,,,,,,,,,,,,,,,,,,,,1922 Attorney General,230,
Nevada,,,Elko,,1378,,,,,,,,,,,,,,,,,,,,,,,,,1922 Attorney General,1504,
Nevada,,,Esmeralda,,410,,,,,,,,,,,,,,,,,,,,,,,,,1922 Attorney General,551,
Nevada,,,Eureka,,297,,,,,,,,,,,,,,,,,,,,,,,,,1922 Attorney General,201,
Nevada,,,Humboldt,,520,,,,,,,,,,,,,,,,,,,,,,,,,1922 Attorney General,727,
Nevada,,,Lander,,364,,,,,,,,,,,,,,,,,,,,,,,,,1922 Attorney General,393,
Nevada,,,Lincoln,,264,,,,,,,,,,,,,,,,,,,,,,,,,1922 Attorney General,496,
Nevada,,,Lyon,,824,,,,,,,,,,,,,,,,,,,,,,,,,1922 Attorney General,570,
Nevada,,,Mineral,,311,,,,,,,,,,,,,,,,,,,,,,,,,1922 Attorney General,281,
Nevada,,,Nye,,1312,,,,,,,,,,,,,,,,,,,,,,,,,1922 Attorney General,1566,
Nevada,,,Pershing,,483,,,,,,,,,,,,,,,,,,,,,,,,,1922 Attorney General,481,
Nevada,,,Storey,,448,,,,,,,,,,,,,,,,,,,,,,,,,1922 Attorney General,566,
Nevada,,,Washoe,,3527,,,,,,,,,,,,,,,,,,,,,,,,,1922 Attorney General,3214,
Nevada,,,White Pine,,898,,,,,,,,,,,,,,,,,,,,,,,,,1922 Attorney General,1234,
Nevada,,,Carson City,,501,,,,,,,,,,,,,,,,,,,,,,,,,1922 Controller,559,
Nevada,,,Churchill,,995,,,,,,,,,,,,,,,,,,,,,,,,,1922 Controller,679,
Nevada,,,Clark,,596,,,,,,,,,,,,,,,,,,,,,,,,,1922 Controller,941,
Nevada,,,Douglas,,483,,,,,,,,,,,,,,,,,,,,,,,,,1922 Controller,224,
Nevada,,,Elko,,1195,,,,,,,,,,,,,,,,,,,,,,,,,1922 Controller,1663,
Nevada,,,Esmeralda,,371,,,,,,,,,,,,,,,,,,,,,,,,,1922 Controller,542,
Nevada,,,Eureka,,243,,,,,,,,,,,,,,,,,,,,,,,,,1922 Controller,249,
Nevada,,,Humboldt,,484,,,,,,,,,,,,,,,,,,,,,,,,,1922 Controller,730,
Nevada,,,Lander,,335,,,,,,,,,,,,,,,,,,,,,,,,,1922 Controller,405,
Nevada,,,Lincoln,,195,,,,,,,,,,,,,,,,,,,,,,,,,1922 Controller,540,
Nevada,,,Lyon,,738,,,,,,,,,,,,,,,,,,,,,,,,,1922 Controller,619,
Nevada,,,Mineral,,268,,,,,,,,,,,,,,,,,,,,,,,,,1922 Controller,309,
Nevada,,,Nye,,1110,,,,,,,,,,,,,,,,,,,,,,,,,1922 Controller,1669,
Nevada,,,Pershing,,441,,,,,,,,,,,,,,,,,,,,,,,,,1922 Controller,520,
Nevada,,,Storey,,421,,,,,,,,,,,,,,,,,,,,,,,,,1922 Controller,591,
Nevada,,,Washoe,,3599,,,,,,,,,,,,,,,,,,,,,,,,,1922 Controller,3029,
Nevada,,,White Pine,,845,,,,,,,,,,,,,,,,,,,,,,,,,1922 Controller,1226,
Nevada,,,Carson City,,467,,,,,,,,,,,,,,,,,,,,,,,,,1922 Lt. Governor,603,
Nevada,,,Churchill,,1020,,,,,,,,,,,,,,,,,,,,,,,,,1922 Lt. Governor,708,
Nevada,,,Clark,,663,,,,,,,,,,,,,,,,,,,,,,,,,1922 Lt. Governor,983,
Nevada,,,Douglas,,389,,,,,,,,,,,,,,,,,,,,,,,,,1922 Lt. Governor,317,
Nevada,,,Elko,,1222,,,,,,,,,,,,,,,,,,,,,,,,,1922 Lt. Governor,1654,
Nevada,,,Esmeralda,,337,,,,,,,,,,,,,,,,,,,,,,,,,1922 Lt. Governor,614,
Nevada,,,Eureka,,262,,,,,,,,,,,,,,,,,,,,,,,,,1922 Lt. Governor,232,
Nevada,,,Humboldt,,503,,,,,,,,,,,,,,,,,,,,,,,,,1922 Lt. Governor,709,
Nevada,,,Lander,,295,,,,,,,,,,,,,,,,,,,,,,,,,1922 Lt. Governor,452,
Nevada,,,Lincoln,,215,,,,,,,,,,,,,,,,,,,,,,,,,1922 Lt. Governor,536,
Nevada,,,Lyon,,728,,,,,,,,,,,,,,,,,,,,,,,,,1922 Lt. Governor,667,
Nevada,,,Mineral,,283,,,,,,,,,,,,,,,,,,,,,,,,,1922 Lt. Governor,307,
Nevada,,,Nye,,1027,,,,,,,,,,,,,,,,,,,,,,,,,1922 Lt. Governor,1783,
Nevada,,,Pershing,,411,,,,,,,,,,,,,,,,,,,,,,,,,1922 Lt. Governor,565,
Nevada,,,Storey,,390,,,,,,,,,,,,,,,,,,,,,,,,,1922 Lt. Governor,621,
Nevada,,,Washoe,,3484,,,,,,,,,,,,,,,,,,,,,,,,,1922 Lt. Governor,3265,
Nevada,,,White Pine,,821,,,,,,,,,,,,,,,,,,,,,,,,,1922 Lt. Governor,1269,
Nevada,,,Carson City,,577,,,,,,,,,,,,,,,,,,,,,,,,,1922 Secretary of State,489,
Nevada,,,Churchill,,931,,,,,,,,,,,,,,,,,,,,,,,,,1922 Secretary of State,764,
Nevada,,,Clark,,641,,,,,,,,,,,,,,,,,,,,,,,,,1922 Secretary of State,915,
Nevada,,,Douglas,,502,,,,,,,,,,,,,,,,,,,,,,,,,1922 Secretary of State,190,
Nevada,,,Elko,,540,,,,,,,,,,,,,,,,,,,,,,,,,1922 Secretary of State,2465,
Nevada,,,Esmeralda,,404,,,,,,,,,,,,,,,,,,,,,,,,,1922 Secretary of State,515,
Nevada,,,Eureka,,276,,,,,,,,,,,,,,,,,,,,,,,,,1922 Secretary of State,207,
Nevada,,,Humboldt,,438,,,,,,,,,,,,,,,,,,,,,,,,,1922 Secretary of State,775,
Nevada,,,Lander,,295,,,,,,,,,,,,,,,,,,,,,,,,,1922 Secretary of State,444,
Nevada,,,Lincoln,,249,,,,,,,,,,,,,,,,,,,,,,,,,1922 Secretary of State,486,
Nevada,,,Lyon,,813,,,,,,,,,,,,,,,,,,,,,,,,,1922 Secretary of State,552,
Nevada,,,Mineral,,294,,,,,,,,,,,,,,,,,,,,,,,,,1922 Secretary of State,286,
Nevada,,,Nye,,1237,,,,,,,,,,,,,,,,,,,,,,,,,1922 Secretary of State,1552,
Nevada,,,Pershing,,420,,,,,,,,,,,,,,,,,,,,,,,,,1922 Secretary of State,552,
Nevada,,,Storey,,438,,,,,,,,,,,,,,,,,,,,,,,,,1922 Secretary of State,555,
Nevada,,,Washoe,,3641,,,,,,,,,,,,,,,,,,,,,,,,,1922 Secretary of State,3034,
Nevada,,,White Pine,,894,,,,,,,,,,,,,,,,,,,,,,,,,1922 Secretary of State,1191,
Nevada,,,Carson City,,431,,,,,,,,,,,,,,,,,,,,,,,,,1922 Treasurer,630,
Nevada,,,Churchill,,1019,,,,,,,,,,,,,,,,,,,,,,,,,1922 Treasurer,694,
Nevada,,,Clark,,1097,,,,,,,,,,,,,,,,,,,,,,,,,1922 Treasurer,563,
Nevada,,,Douglas,,384,,,,,,,,,,,,,,,,,,,,,,,,,1922 Treasurer,326,
Nevada,,,Elko,,1148,,,,,,,,,,,,,,,,,,,,,,,,,1922 Treasurer,1754,
Nevada,,,Esmeralda,,359,,,,,,,,,,,,,,,,,,,,,,,,,1922 Treasurer,595,
Nevada,,,Eureka,,223,,,,,,,,,,,,,,,,,,,,,,,,,1922 Treasurer,277,
Nevada,,,Humboldt,,497,,,,,,,,,,,,,,,,,,,,,,,,,1922 Treasurer,731,
Nevada,,,Lander,,312,,,,,,,,,,,,,,,,,,,,,,,,,1922 Treasurer,451,
Nevada,,,Lincoln,,260,,,,,,,,,,,,,,,,,,,,,,,,,1922 Treasurer,501,
Nevada,,,Lyon,,691,,,,,,,,,,,,,,,,,,,,,,,,,1922 Treasurer,690,
Nevada,,,Mineral,,232,,,,,,,,,,,,,,,,,,,,,,,,,1922 Treasurer,355,
Nevada,,,Nye,,1007,,,,,,,,,,,,,,,,,,,,,,,,,1922 Treasurer,1846,
Nevada,,,Pershing,,403,,,,,,,,,,,,,,,,,,,,,,,,,1922 Treasurer,581,
Nevada,,,Storey,,409,,,,,,,,,,,,,,,,,,,,,,,,,1922 Treasurer,609,
Nevada,,,Washoe,,3417,,,,,,,,,,,,,,,,,,,,,,,,,1922 Treasurer,3307,
Nevada,,,White Pine,,842,,,,,,,,,,,,,,,,,,,,,,,,,1922 Treasurer,1273,
Nevada,,,Carson City,,384,,,,,,,,,,,,,,,,,,,,,,,,,1926 Attorney General,618,
Nevada,,,Churchill,,1154,,,,,,,,,,,,,,,,,,,,,,,,,1926 Attorney General,681,
Nevada,,,Clark,,660,,,,,,,,,,,,,,,,,,,,,,,,,1926 Attorney General,1236,
Nevada,,,Douglas,,387,,,,,,,,,,,,,,,,,,,,,,,,,1926 Attorney General,230,
Nevada,,,Elko,,1353,,,,,,,,,,,,,,,,,,,,,,,,,1926 Attorney General,1620,
Nevada,,,Esmeralda,,234,,,,,,,,,,,,,,,,,,,,,,,,,1926 Attorney General,437,
Nevada,,,Eureka,,314,,,,,,,,,,,,,,,,,,,,,,,,,1926 Attorney General,306,
Nevada,,,Humboldt,,554,,,,,,,,,,,,,,,,,,,,,,,,,1926 Attorney General,736,
Nevada,,,Lander,,381,,,,,,,,,,,,,,,,,,,,,,,,,1926 Attorney General,348,
Nevada,,,Lincoln,,336,,,,,,,,,,,,,,,,,,,,,,,,,1926 Attorney General,580,
Nevada,,,Lyon,,790,,,,,,,,,,,,,,,,,,,,,,,,,1926 Attorney General,570,
Nevada,,,Mineral,,288,,,,,,,,,,,,,,,,,,,,,,,,,1926 Attorney General,299,
Nevada,,,Nye,,910,,,,,,,,,,,,,,,,,,,,,,,,,1926 Attorney General,1462,
Nevada,,,Pershing,,327,,,,,,,,,,,,,,,,,,,,,,,,,1926 Attorney General,668,
Nevada,,,Storey,,338,,,,,,,,,,,,,,,,,,,,,,,,,1926 Attorney General,453,
Nevada,,,Washoe,,4241,,,,,,,,,,,,,,,,,,,,,,,,,1926 Attorney General,3897,
Nevada,,,White Pine,,1281,,,,,,,,,,,,,,,,,,,,,,,,,1926 Attorney General,1486,
Nevada,,,Carson City,,508,,,,,,,,,,,,,,,,,,,,,,,,,1926 Controller,485,
Nevada,,,Churchill,,1035,,,,,,,,,,,,,,,,,,,,,,,,,1926 Controller,759,
Nevada,,,Clark,,661,,,,,,,,,,,,,,,,,,,,,,,,,1926 Controller,1157,
Nevada,,,Douglas,,500,,,,,,,,,,,,,,,,,,,,,,,,,1926 Controller,140,
Nevada,,,Elko,,1357,,,,,,,,,,,,,,,,,,,,,,,,,1926 Controller,1528,
Nevada,,,Esmeralda,,307,,,,,,,,,,,,,,,,,,,,,,,,,1926 Controller,335,
Nevada,,,Eureka,,363,,,,,,,,,,,,,,,,,,,,,,,,,1926 Controller,239,
Nevada,,,Humboldt,,587,,,,,,,,,,,,,,,,,,,,,,,,,1926 Controller,648,
Nevada,,,Lander,,313,,,,,,,,,,,,,,,,,,,,,,,,,1926 Controller,393,
Nevada,,,Lincoln,,278,,,,,,,,,,,,,,,,,,,,,,,,,1926 Controller,586,
Nevada,,,Lyon,,795,,,,,,,,,,,,,,,,,,,,,,,,,1926 Controller,567,
Nevada,,,Mineral,,268,,,,,,,,,,,,,,,,,,,,,,,,,1926 Controller,307,
Nevada,,,Nye,,1079,,,,,,,,,,,,,,,,,,,,,,,,,1926 Controller,1236,
Nevada,,,Pershing,,438,,,,,,,,,,,,,,,,,,,,,,,,,1926 Controller,524,
Nevada,,,Storey,,349,,,,,,,,,,,,,,,,,,,,,,,,,1926 Controller,442,
Nevada,,,Washoe,,4480,,,,,,,,,,,,,,,,,,,,,,,,,1926 Controller,3570,
Nevada,,,White Pine,,1395,,,,,,,,,,,,,,,,,,,,,,,,,1926 Controller,1319,
Nevada,,,Carson City,,525,,,,,,,,,,,,,,,,,,,,,,,,,1926 Lt. Governor,489,
Nevada,,,Churchill,,1171,,,,,,,,,,,,,,,,,,,,,,,,,1926 Lt. Governor,712,
Nevada,,,Clark,,825,,,,,,,,,,,,,,,,,,,,,,,,,1926 Lt. Governor,1104,
Nevada,,,Douglas,,513,,,,,,,,,,,,,,,,,,,,,,,,,1926 Lt. Governor,137,
Nevada,,,Elko,,2202,,,,,,,,,,,,,,,,,,,,,,,,,1926 Lt. Governor,898,
Nevada,,,Esmeralda,,372,,,,,,,,,,,,,,,,,,,,,,,,,1926 Lt. Governor,295,
Nevada,,,Eureka,,458,,,,,,,,,,,,,,,,,,,,,,,,,1926 Lt. Governor,153,
Nevada,,,Humboldt,,843,,,,,,,,,,,,,,,,,,,,,,,,,1926 Lt. Governor,468,
Nevada,,,Lander,,558,,,,,,,,,,,,,,,,,,,,,,,,,1926 Lt. Governor,189,
Nevada,,,Lincoln,,359,,,,,,,,,,,,,,,,,,,,,,,,,1926 Lt. Governor,573,
Nevada,,,Lyon,,1013,,,,,,,,,,,,,,,,,,,,,,,,,1926 Lt. Governor,410,
Nevada,,,Mineral,,384,,,,,,,,,,,,,,,,,,,,,,,,,1926 Lt. Governor,214,
Nevada,,,Nye,,1427,,,,,,,,,,,,,,,,,,,,,,,,,1926 Lt. Governor,944,
Nevada,,,Pershing,,621,,,,,,,,,,,,,,,,,,,,,,,,,1926 Lt. Governor,396,
Nevada,,,Storey,,437,,,,,,,,,,,,,,,,,,,,,,,,,1926 Lt. Governor,361,
Nevada,,,Washoe,,5733,,,,,,,,,,,,,,,,,,,,,,,,,1926 Lt. Governor,2506,
Nevada,,,White Pine,,1725,,,,,,,,,,,,,,,,,,,,,,,,,1926 Lt. Governor,1094,
Nevada,,,Carson City,,360,,,,,,,,,,,,,,,,,,,,,,,,,1926 Secretary of State,663,
Nevada,,,Churchill,,927,,,,,,,,,,,,,,,,,,,,,,,,,1926 Secretary of State,934,
Nevada,,,Clark,,533,,,,,,,,,,,,,,,,,,,,,,,,,1926 Secretary of State,1423,
Nevada,,,Douglas,,327,,,,,,,,,,,,,,,,,,,,,,,,,1926 Secretary of State,316,
Nevada,,,Elko,,1110,,,,,,,,,,,,,,,,,,,,,,,,,1926 Secretary of State,1996,
Nevada,,,Esmeralda,,262,,,,,,,,,,,,,,,,,,,,,,,,,1926 Secretary of State,406,
Nevada,,,Eureka,,328,,,,,,,,,,,,,,,,,,,,,,,,,1926 Secretary of State,280,
Nevada,,,Humboldt,,467,,,,,,,,,,,,,,,,,,,,,,,,,1926 Secretary of State,862,
Nevada,,,Lander,,262,,,,,,,,,,,,,,,,,,,,,,,,,1926 Secretary of State,467,
Nevada,,,Lincoln,,211,,,,,,,,,,,,,,,,,,,,,,,,,1926 Secretary of State,729,
Nevada,,,Lyon,,655,,,,,,,,,,,,,,,,,,,,,,,,,1926 Secretary of State,745,
Nevada,,,Mineral,,254,,,,,,,,,,,,,,,,,,,,,,,,,1926 Secretary of State,348,
Nevada,,,Nye,,1033,,,,,,,,,,,,,,,,,,,,,,,,,1926 Secretary of State,1338,
Nevada,,,Pershing,,326,,,,,,,,,,,,,,,,,,,,,,,,,1926 Secretary of State,684,
Nevada,,,Storey,,333,,,,,,,,,,,,,,,,,,,,,,,,,1926 Secretary of State,467,
Nevada,,,Washoe,,3518,,,,,,,,,,,,,,,,,,,,,,,,,1926 Secretary of State,4653,
Nevada,,,White Pine,,1535,,,,,,,,,,,,,,,,,,,,,,,,,1926 Secretary of State,1302,
Nevada,,,Carson City,,328,,,,,,,,,,,,,,,,,,,,,,,,,1926 Treasurer,611,
Nevada,,,Churchill,,652,,,,,,,,,,,,,,,,,,,,,,,,,1926 Treasurer,970,
Nevada,,,Clark,,465,,,,,,,,,,,,,,,,,,,,,,,,,1926 Treasurer,1373,
Nevada,,,Douglas,,244,,,,,,,,,,,,,,,,,,,,,,,,,1926 Treasurer,308,
Nevada,,,Elko,,716,,,,,,,,,,,,,,,,,,,,,,,,,1926 Treasurer,1898,
Nevada,,,Esmeralda,,183,,,,,,,,,,,,,,,,,,,,,,,,,1926 Treasurer,447,
Nevada,,,Eureka,,188,,,,,,,,,,,,,,,,,,,,,,,,,1926 Treasurer,372,
Nevada,,,Humboldt,,452,,,,,,,,,,,,,,,,,,,,,,,,,1926 Treasurer,726,
Nevada,,,Lander,,212,,,,,,,,,,,,,,,,,,,,,,,,,1926 Treasurer,442,
Nevada,,,Lincoln,,265,,,,,,,,,,,,,,,,,,,,,,,,,1926 Treasurer,635,
Nevada,,,Lyon,,437,,,,,,,,,,,,,,,,,,,,,,,,,1926 Treasurer,804,
Nevada,,,Mineral,,163,,,,,,,,,,,,,,,,,,,,,,,,,1926 Treasurer,380,
Nevada,,,Nye,,784,,,,,,,,,,,,,,,,,,,,,,,,,1926 Treasurer,1488,
Nevada,,,Pershing,,238,,,,,,,,,,,,,,,,,,,,,,,,,1926 Treasurer,688,
Nevada,,,Storey,,254,,,,,,,,,,,,,,,,,,,,,,,,,1926 Treasurer,471,
Nevada,,,Washoe,,2882,,,,,,,,,,,,,,,,,,,,,,,,,1926 Treasurer,4562,
Nevada,,,White Pine,,859,,,,,,,,,,,,,,,,,,,,,,,,,1926 Treasurer,1759,
Nevada,,,Carson City,,651,,,,,,,,,,,,,,,,,,,,,,,,,1930 Attorney General,403,
Nevada,,,Churchill,,922,,,,,,,,,,,,,,,,,,,,,,,,,1930 Attorney General,853,
Nevada,,,Clark,,1070,,,,,,,,,,,,,,,,,,,,,,,,,1930 Attorney General,1995,
Nevada,,,Douglas,,441,,,,,,,,,,,,,,,,,,,,,,,,,1930 Attorney General,272,
Nevada,,,Elko,,1395,,,,,,,,,,,,,,,,,,,,,,,,,1930 Attorney General,1720,
Nevada,,,Esmeralda,,201,,,,,,,,,,,,,,,,,,,,,,,,,1930 Attorney General,426,
Nevada,,,Eureka,,203,,,,,,,,,,,,,,,,,,,,,,,,,1930 Attorney General,298,
Nevada,,,Humboldt,,486,,,,,,,,,,,,,,,,,,,,,,,,,1930 Attorney General,658,
Nevada,,,Lander,,314,,,,,,,,,,,,,,,,,,,,,,,,,1930 Attorney General,455,
Nevada,,,Lincoln,,480,,,,,,,,,,,,,,,,,,,,,,,,,1930 Attorney General,904,
Nevada,,,Lyon,,642,,,,,,,,,,,,,,,,,,,,,,,,,1930 Attorney General,793,
Nevada,,,Mineral,,437,,,,,,,,,,,,,,,,,,,,,,,,,1930 Attorney General,517,
Nevada,,,Nye,,775,,,,,,,,,,,,,,,,,,,,,,,,,1930 Attorney General,1029,
Nevada,,,Pershing,,451,,,,,,,,,,,,,,,,,,,,,,,,,1930 Attorney General,647,
Nevada,,,Storey,,147,,,,,,,,,,,,,,,,,,,,,,,,,1930 Attorney General,226,
Nevada,,,Washoe,,4315,,,,,,,,,,,,,,,,,,,,,,,,,1930 Attorney General,5613,
Nevada,,,White Pine,,1808,,,,,,,,,,,,,,,,,,,,,,,,,1930 Attorney General,1799,
Nevada,,,Carson City,,850,,,,,,,,,,,,,,,,,,,,,,,,,1930 Controller,205,
Nevada,,,Churchill,,1107,,,,,,,,,,,,,,,,,,,,,,,,,1930 Controller,640,
Nevada,,,Clark,,1466,,,,,,,,,,,,,,,,,,,,,,,,,1930 Controller,1448,
Nevada,,,Douglas,,619,,,,,,,,,,,,,,,,,,,,,,,,,1930 Controller,102,
Nevada,,,Elko,,1767,,,,,,,,,,,,,,,,,,,,,,,,,1930 Controller,1288,
Nevada,,,Esmeralda,,300,,,,,,,,,,,,,,,,,,,,,,,,,1930 Controller,313,
Nevada,,,Eureka,,294,,,,,,,,,,,,,,,,,,,,,,,,,1930 Controller,189,
Nevada,,,Humboldt,,608,,,,,,,,,,,,,,,,,,,,,,,,,1930 Controller,491,
Nevada,,,Lander,,443,,,,,,,,,,,,,,,,,,,,,,,,,1930 Controller,294,
Nevada,,,Lincoln,,587,,,,,,,,,,,,,,,,,,,,,,,,,1930 Controller,788,
Nevada,,,Lyon,,1015,,,,,,,,,,,,,,,,,,,,,,,,,1930 Controller,402,
Nevada,,,Mineral,,572,,,,,,,,,,,,,,,,,,,,,,,,,1930 Controller,332,
Nevada,,,Nye,,967,,,,,,,,,,,,,,,,,,,,,,,,,1930 Controller,810,
Nevada,,,Pershing,,617,,,,,,,,,,,,,,,,,,,,,,,,,1930 Controller,449,
Nevada,,,Storey,,199,,,,,,,,,,,,,,,,,,,,,,,,,1930 Controller,173,
Nevada,,,Washoe,,6518,,,,,,,,,,,,,,,,,,,,,,,,,1930 Controller,3181,
Nevada,,,White Pine,,1951,,,,,,,,,,,,,,,,,,,,,,,,,1930 Controller,1540,
Nevada,,,Carson City,,721,,,,,,,,,,,,,,,,,,,,,,,,,1930 Lt. Governor,330,
Nevada,,,Churchill,,1077,,,,,,,,,,,,,,,,,,,,,,,,,1930 Lt. Governor,741,
Nevada,,,Clark,,1610,,,,,,,,,,,,,,,,,,,,,,,,,1930 Lt. Governor,1429,
Nevada,,,Douglas,,572,,,,,,,,,,,,,,,,,,,,,,,,,1930 Lt. Governor,144,
Nevada,,,Elko,,2046,,,,,,,,,,,,,,,,,,,,,,,,,1930 Lt. Governor,1150,
Nevada,,,Esmeralda,,295,,,,,,,,,,,,,,,,,,,,,,,,,1930 Lt. Governor,328,
Nevada,,,Eureka,,309,,,,,,,,,,,,,,,,,,,,,,,,,1930 Lt. Governor,201,
Nevada,,,Humboldt,,619,,,,,,,,,,,,,,,,,,,,,,,,,1930 Lt. Governor,531,
Nevada,,,Lander,,488,,,,,,,,,,,,,,,,,,,,,,,,,1930 Lt. Governor,278,
Nevada,,,Lincoln,,703,,,,,,,,,,,,,,,,,,,,,,,,,1930 Lt. Governor,689,
Nevada,,,Lyon,,941,,,,,,,,,,,,,,,,,,,,,,,,,1930 Lt. Governor,499,
Nevada,,,Mineral,,575,,,,,,,,,,,,,,,,,,,,,,,,,1930 Lt. Governor,369,
Nevada,,,Nye,,1003,,,,,,,,,,,,,,,,,,,,,,,,,1930 Lt. Governor,798,
Nevada,,,Pershing,,455,,,,,,,,,,,,,,,,,,,,,,,,,1930 Lt. Governor,660,
Nevada,,,Storey,,186,,,,,,,,,,,,,,,,,,,,,,,,,1930 Lt. Governor,186,
Nevada,,,Washoe,,6076,,,,,,,,,,,,,,,,,,,,,,,,,1930 Lt. Governor,3819,
Nevada,,,White Pine,,2200,,,,,,,,,,,,,,,,,,,,,,,,,1930 Lt. Governor,1408,
Nevada,,,Carson City,,485,,,,,,,,,,,,,,,,,,,,,,,,,1930 Secretary of State,576,
Nevada,,,Churchill,,732,,,,,,,,,,,,,,,,,,,,,,,,,1930 Secretary of State,1063,
Nevada,,,Clark,,1006,,,,,,,,,,,,,,,,,,,,,,,,,1930 Secretary of State,2088,
Nevada,,,Douglas,,312,,,,,,,,,,,,,,,,,,,,,,,,,1930 Secretary of State,415,
Nevada,,,Elko,,1225,,,,,,,,,,,,,,,,,,,,,,,,,1930 Secretary of State,1958,
Nevada,,,Esmeralda,,188,,,,,,,,,,,,,,,,,,,,,,,,,1930 Secretary of State,458,
Nevada,,,Eureka,,290,,,,,,,,,,,,,,,,,,,,,,,,,1930 Secretary of State,222,
Nevada,,,Humboldt,,492,,,,,,,,,,,,,,,,,,,,,,,,,1930 Secretary of State,652,
Nevada,,,Lander,,275,,,,,,,,,,,,,,,,,,,,,,,,,1930 Secretary of State,491,
Nevada,,,Lincoln,,409,,,,,,,,,,,,,,,,,,,,,,,,,1930 Secretary of State,968,
Nevada,,,Lyon,,552,,,,,,,,,,,,,,,,,,,,,,,,,1930 Secretary of State,899,
Nevada,,,Mineral,,400,,,,,,,,,,,,,,,,,,,,,,,,,1930 Secretary of State,542,
